EBAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purchase Requisition,Item of requisition,Document Type,Purch. Doc. Category,Control indicator,Deletion Indicator,Processing status,Creation indicator,Release indicator,Release State,Release strategy,Purchasing Group,Created By,Changed On,Requisitioner,Short Text,Material,MPN material,Plant,Storage Location,Req. Tracking Number,Material Group,Supplying Plant,Quantity requested,Unit of Measure,Shortage quantity,Requisition date,Deliv. date category,Delivery Date,Release Date,GR processing time,Valuation Price,Price unit,Item Category,Acct Assignment Cat.,Consumption,Modifiable,Distrib. Indicator,Partial invoice,Goods Receipt,GR non-valuated,Invoice Receipt,Desired Vendor,Fixed Vendor,Purch. Organization,Purch. Doc. Category,Outline agreement,Princ. Agreement Item,Purchasing info rec.,Assigned,Quota arrangement,Quota arrangemt.item,MRP Controller,BOM explosion number,Last resubmission,Resubmission,No. of resubmissions,Purchase order,Purchase Order Item,Purchase Order Date,Quantity ordered,Consumption Value for Limit Items,Entry Sheet,Valuation Type,Affects commitments,Closed,Reservation,Special Stock,Settlement res. no.,Item settlem.reser.,"""Fixed"" indicator",Order Unit,Revision Level,Advance procurement,Package number,Kanban Indicator,Purchase order price,Internal object no.,Release group,Subject to Release,Retail Promotion,Batch,Sp. ind. stock tfr.,Production Version,Commitment item,Funds Center,Fund,Origin of configuratn,Cross-plant CM,Committed Quantity,Committed date,Material Category,Address,Address,Customer,Supplier,SC Supplier,Spec. stk valuation,Currency,Supplier Material Number,Overall release of requisitions,Mfr part profile,Units of meas. usage,Language Key,Standard Variant,Manufacturer Part No.,Manufacturer,Ext. manufacturer,Framework Order,Framework order item,Planned Deliv. Time,MRP Area,Time,Functional Area,Grant,Incomplete,Purchase requisition processing state,Total val. upon release,Blocking Indicator,Version,Blocking Text,Procuring Plant,Procurement profile,External document,External item,PO Quantity on Hold,Value-Based Com. Reduct.,Issuing Storage Loc.,Earmarked Funds,Document Item,Requirement Urgency,Requirement Priority,Category of Incompleteness,No.serial numbers,Min. Rem. Shelf Life,Period Ind. for SLED,Reservation/Purc.req,Central Contract,Central Contract Item,Budget Period,Planned dates,PR Created in Expert Mode,Is PR relevant for Central PR Processing,CRM Ref  Order Number for TPOP Process,CRM Reference  Item Number in TPOP Proc,PurReq in external approval,Include Purchase Requistion Ext,128 character,"Character field, length 64",Creation Date,Creation Time,Product Type Group,Service Performer,Business Purpose Completed,Timestamp for Revision of External Calls,US Government Fields,Start Date for Period of Performance,End Date for Period of Performance,Material,Fixed Supplier of External System,Desired Supplier,Contract of External System,Contract Item,Info Record of External System,Plant,Storage Location of External System,Company Code,Purchasing Organization,Communication System ID,Connected System ID,PR Change Indicator,PR Document Type of Connected System,Is Replication Before Approval,Approval Status in Hub,External Processing Status,Intermediate External Approval Status,Purchase Requisition Item,Time Stamp,Shop On Behalf Indicator,Version of Silent Data Migration,G/L Account,Cost Center,Expected Value,Overall Limit,Purchase Contract for Limit,Delivery Address Type,Tax Code,Transaction Data Footprint,Is PurReqn Blocked by Trade Compliance,Purchase Requisition Description,Is Outline,Parent Item No,Outline Type,Hierarchy Number,External Sort Number,Advice Code,StatusCode,Cross-System PReq No.,Cross-System PReq Item,Cross-System ItemCat,PO Quantity Sender,No SLoc Data,Model ID Code,Order Priority,Delivery Priority,Aircraft registration number,DoNotSubstitute,Subcontracting type,Special stock,WBS Element,Customer,SD Document,Item (SD),Owner of stock,Supply Process,Hold On-Shore,Version,Season Year,Season,Collection,Theme,VAS Relevant,Item,Transaction Number,Item Group,Item Number,IUID-Relevant,Catalog Item Key,Technical Key of a Web Service,Catalog Item,Requestor,Author,Stock Segment,Requirement Segment,Characteristic Value 1,Characteristic Value 2,Characteristic Value 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purchasing Document,Item,Document Item,Deletion Indicator,Origin,Last Changed on,Short Text,Material,Material,Company Code,Plant,Storage Location,Req. Tracking Number,Material Group,Purchasing info rec.,Supplier Material Number,Target Quantity,Order Quantity,Order Unit,Order Price Unit,Quantity Conversion,Quantity Conversion,Equal To,Denominator,Net Order Price,Price unit,Net Order Value,Gross order value,Quotation Deadline,GR processing time,Tax Code,Tax Rate Valid-From,Tax Date,Tax Country/Region,Settlement Group 1,Stock Type,Info Record Update,Print Price,Estimated Price,No. Rem./Expediters,1st Reminder/Exped.,2nd Reminder/Exped.,3rd Reminder/Exped.,Overdeliv. Tolerance,Unltd Overdelivery,Underdel. Tolerance,Valuation Type,Valuation Category,Rejection Indicator,Quotation Comment,Delivery Completed,Final Invoice,Item Category,Acct Assignment Cat.,Consumption,Distrib. Indicator,Partial invoice,Goods Receipt,GR non-valuated,Invoice Receipt,GR-Based Inv. Verif.,Acknowledgment Reqd.,Order Acknowledgment,Outline agreement,Princ. Agreement Item,Reconciliation date,Agr. Cumulative Qty,Firm Zone,Trade-Off Zone,Binding on MRP,Exclusion Indicator,Base Unit of Measure,Shipping Instr.,OA Target Value,Non-deductible,Stand.Rel.Order.Qty.,Price Date,Purch. Doc. Category,Effective value,Affects commitments,Customer,Address,Condition Group,No Cash Discount,Update Group (stats),Planned Deliv. Time,Net Weight,Unit of Weight,Tax Jurisdiction,Print-relevant,Special Stock,Settlement res. no.,Item settlem.reser.,Not changeable,QM Control Key,Certificate Type,EAN/UPC,Confirmation Control,Revision Level,Fund,Funds Center,Commitment item,Bus.area reported to partner,Partner's assumed bus.area,Profit Center,Partner Profit Ctr,Pricing Date Control,Gross Weight,Volume,Volume Unit,Incoterms,Incoterms (Part 2),Advance procurement,Prior Supplier,Supplier Subrange,Package number,Invoicing plan no.,Net order value,Statistical,Higher-Level Item,Latest GR Date,Supplier,SC Supplier,Cross-plant CM,Material Category,Shipping Type,Handover Location,Kanban Indicator,Address,Delivery Address Type,Internal object no.,Eval. Receipt Sett.,GR-B.Settlement from,Date of Last Transmitted Change,Time of Transmission,Next Transmission Number,Retail Promotion,Allocation Table,Item,Points,Points Unit,Season,Season Year,Settlement Group 2,Settlement Group 3,Subseq. Settlement,Mat. Ledger Active,Min. Rem. Shelf Life,RFQ,Item,Origin of configuratn,Quota arr. usage,Sp. ind. stock tfr.,Purchase Requisition,Item of requisition,Material Type,Subitem Category,Sub-items,Subtotal 1,Subtotal 2,Subtotal 3,Subtotal 4,Subtotal 5,Subtotal 6,Processing key,Maximum CMG Quantity,Maximum Cum. PGQ,Returns Item,Alloc.-Tab.-Relevant,Reason for Ordering,Del. Type f. Returns,Material freight grp,Qual.f.FreeGoodsDis.,NCM Code,Material Usage,Material Origin,Produced in-house,Mat. CFOP category,Release Creation Profile,Next Forecast Delivery Schedule Transm.,Next JIT Delivery Schedule Transmission,Spec. stk valuation,Rebate Basis,JIT Delivery Schedules,Loading/Unloading Point,Inflation Index,Inflation Index Date,Mfr part profile,Final Delivery,Partial Deliv./Item,Units of meas. usage,Rounding Profile,Standard Variant,Configuration changed,No invoice for this item although not fr,Manufacturer Part No.,Manufacturer,Ext. manufacturer,Shipping block,Requisitioner,Rec. loc. time zone,Period Ind. for SLED,Service-Based Invoice Verification,MRP Area,Cndn. for item without invoice,External Planning,Stock transfer cat.,Grant,Functional Area,Status of purchasing doc. item,Issuing Storage Loc.,Earmarked Funds,Document Item,WBS Element,Cost Center,G/L Account,Origin Acceptance,Service-Based Commitment,Requirement Urgency,Requirement Priority,Receiving Point,Differential Invoicing,Risk Relevancy,Creation Date,Creation Time,Value Chain Category,Reason for rejection,CRM Sales Order Number for TPOP Process,CRM Sales Order Item Number in TPOP Proc,CRM Ref  Order Number for TPOP Process,CRM Reference  Item Number in TPOP Proc,Billing Relevance CRM,Last Changer's System Type,Source Stor. Loc. Stock Type,Control Type,No Transmission of CQs in SA Release,Reason Code,Cumulative GRs from Redirected POs,No.serial numbers,EWM Delivery Based Tolerance Check,Hierarchy Number,External Sort Number,Ext.Hierarchy Category,Retention in Percent,Down Payment,Down Payt Percentage,Down Payment Amount,Due Date for Down Payment,Enh. Store Return,Document Number of External Document,Item Number of External Document,Logical System,Central Contract,Central Contract Item,Goods count correction,External Delivery ID,External item,Blocking Reason - ID,Blocking Reason - Text,Real-Time Cons.Post.,Fixed Date and Qty,GI-based goods rcpt,Complete Delivery,Incoterms Location 1,Incoterms Location 2,Incoterm Location 1,Incoterm Location 2,Deviating Place of Destination,Commodity Code,Intrastat Service Code,Statistical Value,Service Performer,Product Type Group,GRs posted by SES,Allow Price Change in SES,Req. for Quotation,Item Number for RFQ,Renegotiation Status,Product Compliance Supplier Check Status,Product Marketability Status,Dangerous Goods Status,Safety Data Sheet Status,Material,Source Connected System ID,Item Target Value,External Reference ID,Tax Code Automatically Determined,Manual Tax Code Reason,Tax Incentive Type,Tax Subject to Substituição Tributária,Incentive ID,Jurisdiction Code of the Point of Origin,Extensibility Include,Expected Value,Overall Limit,Purchase Contract for Limit,WKA Start Date,WKA end date,WKA percentage rate,Working time hours,Data Aging Filter,CUP Italy Codice Unico di Progetto,CIG Italy :Competition Identification No,MGO Italy Monitoraggio Grandi Opere,Business Transaction,Customer Usage,Usage Purpose,Item Generated,Dependent Items Free,Structure Category,Advice Code,Budget Period,Acceptance Period,US Government Fields,IUID-Relevant,Max Retail Price  Relevance,Stock Segment,Requirement Segment,Reference UUID of Transportation Mgmt,Location,Location,Characteristic Value 1,Characteristic Value 2,Characteristic Value 3,Purchasing Reference Site,Detail Number,Optionality for,Max CI Value,Item Type,Effective From,Effective To,Option of MM Item,Accounting Type - Detail,FAS Code - Header,Scheduling Desk,Mixed Product Main Detail Number,Product,Posted Date,Posted,Invoice UoM,Annexing Package key,Annexing Package Extend,Base Date,Annexing Date Type,Annexing start date,deviation percentage,Annexed indicator,Limit date,IL Ann Numerator,New base date,Accountant general method,Do not allow negative annexing,Purch. Organization,Known Index Indicator,Global Item Number,Quotation Item Number,Model ID Code,Order Priority,Delivery Priority,Aircraft registration number,Sales Document Item,Confirmation type,Document Date,Quotation,S1PNSTAT message,DoNotSubstitute,Demand Priority,Demand Priority,ARun Order Priority,Subcontracting type,Serial No. Profile,Special stock,WBS Element,Customer,SD Document,Item (SD),Owner of stock,Season Year,Season,Collection,Theme,Starting Date w/ATP,VAS Relevant,Item,Transaction Number,Item Group,Item Number,Order Scheduling Strategy,Grids Condition Record Number,PFM Split ID,Committed Quantity,Higher-lev.item Partial Quantity Rej.,Status of Diversion process,Season Completeness Indicator,Activate Stop,(Auto) Unloading Point,(Auto) Unloading Point,Address Number,Sequence Number,Info at Registration,Department,Earmarked Funds,Document Item,Commitment document,Commitment item,WBS Element,PSST Grouping Rule,PSST Group,Reference Document for PO Traceability,Reference Item for PO,Reference Split Action in PO,Reference Schedule Line Item number for,Reference Item,Origin Profile,Key in Source System,Put-Back Indicator,Order List Item Number,Consignment Preferred?
4300000003,10,430000000300010,L,,45723,RC_Abrsv_SandingSpng 10mmx1000mm 320Grit,2301695,2301695,US10,USD6,0010,,1710270,,,0,200,EA,EA,1,1,1,1,0,1,0,0,,0,,,,,,,,X,,0,0,0,0,5,,5,,,,,,,0,,,,,X,,,,,,,0,,0,0,0,,,EA,,0,0,0,45723,F,0,X,,,,,SAP,14,1,KG,3907700400,,,0,0,,,,,,,,,,,,B000000451,,,1,0,M3,DAP,"CHANDLER, AZ",,,,0,,0,X,0,,,,,,,,,,,0,,,,0,1,,,0,0,,,,,,,X,0,,0,,,,,0,HERB,,,0,0,0,0,0,0,,0,0,,,,,1539008,,,,,,,,,,,0,,,,,,,,,,,,,SOFTBACK SANDING SPONGE,MFR0365825,,,,EST,D,,USD6,,,1,,,,,,0,,,,,,0,0,,,,45723,0.8304050926,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,0,,,,,,,"CHANDLER, AZ",,,,,6805305000,,0,,1,,,,0,,,,,,,,0,,,,,,,,,0,0,,,,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,0,,,,0,,,,,0,0,,,,0,,,,,,,,,0,0,,,0,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,,,0,,,,0,,0,,,,,0,,0,0,,,,,
4300000005,10,430000000500010,L,,45764,EQ_CbntGas_2Cyl AP11 C3H6-C3H6 eVHT RMT,2304432,2304432,US10,USD6,0002,,1710220,,,0,1,EA,EA,1,1,1,1,0,1,0,0,,1,,,,,,,,X,,0,0,0,0,5,,0,,,,,,,0,,,,,X,,,,,,,0,,0,0,0,,,EA,,0,0,0,45764,F,0,X,,,,,SAP,0,1,KG,3907700400,,,0,0,,,,,,,,,,,,B000000451,,,1,0,,DDP,"ALLENTOWN, PA",,,,0,,0,X,0,,,,,,,,,,,0,,,,0,1,,,0,0,,,,,,,X,0,,0,,,,,0,FERT,,,0,0,0,0,0,0,,0,0,,,,,61480,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,EST,D,,USD6,,,1,,,,,,0,,,,,,0,0,,,,45764,0.7372337963,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,0,,,,,,,"ALLENTOWN, PA",,,,,9032896060,,0,,1,,,,0,,,,,,,,0,,,,,,,,,0,0,,,,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,0,,,,0,,,,,0,0,,,,0,,,,,,,,,0,0,,,0,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,,,0,,,,0,,0,,,,,0,,0,0,,,,,
4300000010,10,430000001000010,L,,46000,EQ_CntnrCanstr_C11Z_HLO4GZ_UN,2319227,2319227,US10,USD6,0002,,1780100,5300039230,,0,1,EA,EA,1,1,1,1,0,1,0,0,,1,,,,,,,B,X,,0,0,0,0,5,,0,,,,,,,0,,,,,X,,,,,,,0,,0,0,0,,,EA,,0,0,0,46000,F,0,X,,,,,SAP,8,8.6,KG,3907700400,,,0,0,,,,00191862000106,,,,,,,,B000000465,,,9.9,0.51,M3,CPT,"ALLENTOWN, PA",,,,0,,0,X,0,,,,,,,,,,,0,,,,0,1,,,0,0,,,,,,,X,0,,0,,,,,0,FERT,,,0,0,0,0,0,0,,0,0,,,,,1746103,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,EST,D,,USD6,,,1,,,,,,0,,,,,,0,0,,,,46000,0.9003472222,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,0,,,,,,,"ALLENTOWN, PA",,,,,7310290065,,0,,1,,,,0,,,,,,,,0,,,,,,,,,0,0,,,,0,0,,,,,,,,,,,,,0,,X,,,,,,,,,,,0,0,,,,,0,,,,0,,,,,0,0,,,,0,,,,,,,,,0,0,,,0,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,,,0,,,,0,,0,,,,,0,,0,0,,,,,
4400022525,10,440002252500010,,,45352,15X16.5X7 BLUE STACK BINS  6/CT,,,US10,USD6,,,3410100,,S-12420BLU,0,24,EA,EA,1,1,0,0,11.15,1,267.6,267.6,,0,U1,,,,,,,X,,0,0,0,0,0,,0,,,,,,,0,9,V,,,,,X,,,,,0,,0,0,0,,,,,0,16.06,0,45352,F,283.66,X,,3691162,,,SAP,0,0,,3907700400,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,,0,,,,0,1,,,0,0,,,,,,,,0,,0,,,,2000022949,10,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,267.6,,,,,,,,,,,,,,,,,00068098,EST,D,,,,,,,,,,,0,,,,,,0,0,,,,45352,0.6561226852,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,0,,,,,,,,,,,,,,0,,1,,,,0,,,,,,,,0,,,,,,,,,0,0,,,,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,0,,,,0,,,,,0,0,,,,0,,,,,,,,,0,0,,,0,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,,,0,,,,0,,0,,,,,0,,0,0,,,,,
4400022525,20,440002252500020,,,45352,18X16.5X11 BLUE STACK BINS 3/CT,,,US10,USD6,,,3410100,,S-12422BLU,0,12,EA,EA,1,1,0,0,23.5,1,282,282,,0,U1,,,,,,,X,,0,0,0,0,0,,0,,,,,,,0,9,V,,,,,X,,,,,0,,0,0,0,,,,,0,16.92,0,45352,F,298.92,X,,3691163,,,SAP,0,0,,3907700400,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,,0,,,,0,1,,,0,0,,,,,,,,0,,0,,,,2000022949,20,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,282,,,,,,,,,,,,,,,,,00068098,EST,D,,,,,,,,,,,0,,,,,,0,0,,,,45352,0.6561226852,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,0,,,,,,,,,,,,,,0,,1,,,,0,,,,,,,,0,,,,,,,,,0,0,,,,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,0,,,,0,,,,,0,0,,,,0,,,,,,,,,0,0,,,0,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,,,0,,,,0,,0,,,,,0,,0,0,,,,,
4400022529,10,440002252900010,,,45352,Staples 10-Digit Solar and Battery Basic,,,US10,USD6,,,3450300,,24424328,0,2,EA,EA,1,1,0,0,7.17,1,14.34,14.34,,0,U1,,,,,,,X,,0,0,0,0,0,,0,,,,,,,0,9,V,,,,,X,,,,,0,,0,0,0,,,,,0,0.86,0,45352,F,15.2,X,,3691215,,,SAP,0,0,,3907700400,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,,0,,,,0,1,,,0,0,,,,,,,,0,,0,,,,2000022953,10,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,14.34,,,,,,,,,,,,,,,,,00072175,EST,D,,,,,,,,,,,0,,,,,,0,0,,,,45352,0.7916087963,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,0,,,,,,,,,,,,,,0,,1,,,,0,,,,,,,,0,,,,,,,,,0,0,,,,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,0,,,,0,,,,,0,0,,,,0,,,,,,,,,0,0,,,0,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,,,0,,,,0,,0,,,,,0,,0,0,,,,,
4400022529,20,440002252900020,,,45352,"Staples 0.6"" Binder Clips, Mini, Black,",,,US10,USD6,,,3450300,,566942,0,2,PAC,PAC,1,1,0,0,3.13,1,6.26,6.26,,0,U1,,,,,,,X,,0,0,0,0,0,,0,,,,,,,0,9,V,,,,,X,,,,,0,,0,0,0,,,,,0,0.38,0,45352,F,6.64,X,,3691216,,,SAP,0,0,,3907700400,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,,0,,,,0,1,,,0,0,,,,,,,,0,,0,,,,2000022953,20,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,6.26,,,,,,,,,,,,,,,,,00072175,EST,D,,,,,,,,,,,0,,,,,,0,0,,,,45352,0.7916087963,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,0,,,,,,,,,,,,,,0,,1,,,,0,,,,,,,,0,,,,,,,,,0,0,,,,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,0,,,,0,,,,,0,0,,,,0,,,,,,,,,0,0,,,0,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,,,0,,,,0,,0,,,,,0,,0,0,,,,,
4400022529,30,440002252900030,,,45352,"Staples Recycled Notes, 3"" x 5"", Sunshin",,,US10,USD6,,,3450300,,105825,0,2,DZ,DZ,1,1,0,0,5.09,1,10.18,10.18,,0,U1,,,,,,,X,,0,0,0,0,0,,0,,,,,,,0,9,V,,,,,X,,,,,0,,0,0,0,,,,,0,0.62,0,45352,F,10.8,X,,3691217,,,SAP,0,0,,3907700400,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,,0,,,,0,1,,,0,0,,,,,,,,0,,0,,,,2000022953,30,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,10.18,,,,,,,,,,,,,,,,,00072175,EST,D,,,,,,,,,,,0,,,,,,0,0,,,,45352,0.7916087963,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,0,,,,,,,,,,,,,,0,,1,,,,0,,,,,,,,0,,,,,,,,,0,0,,,,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,0,,,,0,,,,,0,0,,,,0,,,,,,,,,0,0,,,0,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,,,0,,,,0,,0,,,,,0,,0,0,,,,,
4400022548,10,440002254800010,,,45356,"BIC Brite Liner Stick Highlighter, Chise",,,US10,USD6,,,3450300,,862218,0,1,PAC,PAC,1,1,0,0,16.43,1,16.43,16.43,,0,U1,,,,,,,X,,0,0,0,0,0,,0,,,,,,,0,9,V,,,,,X,,,,,0,,0,0,0,,,,,0,0.99,0,45356,F,17.42,X,,3691536,,,SAP,0,0,,3907700400,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,,0,,,,0,1,,,0,0,,,,,,,,0,,0,,,,2000022972,10,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,16.43,,,,,,,,,,,,,,,,,00072175,EST,D,,,,,,,,,,,0,,,,,,0,0,,,,45356,0.5415162037,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,0,,,,,,,,,,,,,,0,,1,,,,0,,,,,,,,0,,,,,,,,,0,0,,,,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,,,,,0,,,,0,,,,,0,0,,,,0,,,,,,,,,0,0,,,0,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,,,0,,,,0,,0,,,,,0,,0,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Material,Plant,Storage Location,Maintenance status,DF stor. loc. level,Year current period,Current period,Phys. Inv. Block,Unrestricted,Stock in transfer,Quality Inspection,Restricted-Use Stock,Blocked,Returns,Unrestr.-use stock,Stock in transfer,In quality insp.,Restricted-use stock,Blocked,Returns,Warehouse stock CY,Qual. insp. stock CY,Restricted-use stock,Blocked stock,Warehouse stock PY,QualInspStock prv.pd,"Restricted use, PP",Blcked stock prev.pd,SLoc MRP indicator,Spec.proc.type: SLoc,Reorder point,Replenishment qty,Cntry/Reg of Origin,Preference indicator,Export indicator,Storage Bin,Unrestr. Consignment,Cnsgt in Inspection,Restr. Consignment,Blocked Consignment,Date of Last Count,Profit Center,Created On,SP stock value,St.trnsfr/SP (SLoc),Picking area,Invent. corr. factor,MARDH rec. already exists for per. befor,Fiscal year of current physical inventor,MD PRODUCT Storage location,Allocated Stock Quantity,Unrestricted,Quality Inspection,Restricted-Use Stock,Blocked,Returns,Stock in transfer,Unrestr. Consignment,Cnsgt in Inspection,Restr. Consignment,Blocked Consignment,Unrestr.-use stock,In quality insp.,Restricted-use stock,Blocked,Returns,Stock in transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29816,USD6,0010,DL,,2025,5,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,,,,,0,0,0,0,,,45427,0,0,,0,X,2025,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
